No Hit-M...ercy (Buff) - 3,"When the Defender is knocked down they gain a +350% Cruelty Buff for 10 seconds. While the Defender has a Cruelty Buff, they can perform Critical Hits through the Attacker's Block."
No Hit-M...ercy (Passive) - 1,"When the Defender is knocked down they gain a +350% Cruelty Passive for 5 seconds. While the Defender has a Cruelty Passive, they can perform Critical Hits through the Attacker's Block."
No Hit-M...ercy (Passive) - 2,"When the Defender is knocked down they gain a +350% Cruelty Passive for 7 seconds. While the Defender has a Cruelty Passive, they can perform Critical Hits through the Attacker's Block."
No Hit-M...ercy (Passive) - 3,"When the Defender is knocked down they gain a +350% Cruelty Passive for 10 seconds. While the Defender has a Cruelty Passive, they can perform Critical Hits through the Attacker's Block."
No Loose Ends,Elektra's Signature Ability is enhanced against enemies with 50% or less remaining Health.
No Mercy,Inflicting a Debuff reduces opponent's Ability Accuracy by 100% for 0.7 seconds.
No Retreat - Incursions,"When the Attacker dashes back, they gain a Degen Timer for 1.5 seconds. Dashing back again while the Degen Timer is active causes a Passive Degen, dealing 15% of the Attacker's Base Health as Direct Damage over 5 seconds."
No Retreat!,"When the Attacker dashes back, they gain Degen Timer for 1.2 seconds. Dashing back again while the Degen Timer is active causes a Passive Degen, dealing 200% of the Defender's Attack as direct damage over 5 seconds."
No Surrender!,"The Attacker resists up to 90% of Degeneration Damage. Resistance potency reduced by a flat 30% for each of the Attackers filled bars of Power. Additionally, Knocking the Defender down removes the Attackers Degeneration effects, each inflicting one on the Defender, dealing 1,000% damage over 5 seconds."
No Use in Hiding,Professor X becomes more aggressive while the Attacker is Mind Controlled.
Non Critical Experimentations - 1,"Each non-Critical Hit on the Defender has a 25% chance to inflict a random Debuff on the Attacker for 15 seconds. These random Debuffs can be Weakness, Decelerate, Debilitate, Atrophy, or Trauma, all with 10% potency. The Attacker's Salve and Willpower Masteries are removed at the start of the fight."
Non Critical Experimentations - 2,"Each non-Critical Hit on the Defender has a 50% chance to inflict a random Debuff on the Attacker for 15 seconds. These random Debuffs can be Weakness, Decelerate, Debilitate, Atrophy, or Trauma, all with 10% potency. The Attacker's Salve and Willpower Masteries are removed at the start of the fight."
Non Critical Experimentations - 3,"Each non-Critical Hit on the Defender has a 100% chance to inflict a random Debuff on the Attacker for 15 seconds. These random Debuffs can be Weakness, Decelerate, Debilitate, Atrophy, or Trauma, all with 10% potency. The Attacker's Salve and Willpower Masteries are removed at the start of the fight."
Not Afraid of Death,Regenerates 10% Health when killing opponents.
Not Afraid of Stings - 1,"When the Attacker activates a Special Attack, they reflect 35% of damage taken per Debuff on them, for 0.7 seconds. If the Attacker's Attack Rating is being reduced by at least 50%, the amount reflected is capped at 50%. If 100% of the damage taken is reflected, its potency is increased by 200%."
Not Afraid of Stings - 2,"When the Attacker activates a Special Attack, they reflect 25% of damage taken per Debuff on them, for 0.7 seconds. If the Attacker's Attack Rating is being reduced by at least 50%, the amount reflected is capped at 50%. If 100% of the damage taken is reflected, its potency is increased by 250%."
Not Afraid of Stings - 3,"When the Attacker activates a Special Attack, they reflect 20% of damage taken per Debuff on them, for 0.7 seconds. If the Attacker's Attack Rating is being reduced by at least 50%, the amount reflected is capped at 50%. If 100% of the damage taken is reflected, its potency is increased by 300%."
Not That Again - 1,"When the Defender is Critically Hit, a 5 second timer starts. If they are Critically Hit again in that time, the Attacker is inflicted with a non-stacking 50% Cowardice Debuff until the end of their next Special Attack."
Not That Again - 2,"When the Defender is Critically Hit, a 8 second timer starts. If they are Critically Hit again in that time, the Attacker is inflicted with a non-stacking 50% Cowardice Debuff until the end of their next Special Attack."
Not That Again - 3,"When the Defender is Critically Hit, a 12 second timer starts. If they are Critically Hit again in that time, the Attacker is inflicted with a non-stacking 50% Cowardice Debuff until the end of their next Special Attack."
Now You See Me - 1,Every 10 seconds the Attacker is inflicted with a Falter Debuff giving them a 100% chance to Miss for 3 seconds. If the Attacker lands a hit this timer is reset.
Now You See Me - 2,Every 8 seconds the Attacker is inflicted with a Falter Debuff giving them a 100% chance to Miss for 3 seconds. If the Attacker lands a hit this timer is reset.
Now You See Me - 3,Every 6 seconds the Attacker is inflicted with a Falter Debuff giving them a 100% chance to Miss for 3 seconds. If the Attacker lands a hit this timer is reset.
Nowhere To Hide,"Each time the Defender’s Miss Effect is prevented, Cosmic Attackers gain an indefinite Fury Passive increasing Attack Rating by 35%. Max 10 stack(s)."
Null Gain - 1,Every 20 seconds the Attacker is inflicted with a Passive Power Lock and Special Lock for 6 seconds. If the Attacker lands a Special Attack this timer is reset.
Null Gain - 2,Every 15 seconds the Attacker is inflicted with a Passive Power Lock and Special Lock for 6 seconds. If the Attacker lands a Special Attack this timer is reset.
Null Gain - 3,Every 10 seconds the Attacker is inflicted with a Passive Power Lock and Special Lock for 6 seconds. If the Attacker lands a Special Attack this timer is reset.
Nullify Countdown - 1,"Once the Defender Nullifies 7 Buff(s), they gain a Power Gain Buff granting 50% of Max Power over 10 second(s)."
Nullify Countdown - 2,"Once the Defender Nullifies 7 Buff(s), they gain a Power Gain Buff granting 75% of Max Power over 10 second(s)."
Nullify Countdown - 3,"Once the Defender Nullifies 4 Buff(s), they gain a Power Gain Buff granting 100% of Max Power over 10 second(s)."
Nullify Thy Strengths - 1,"When the Defender is struck, they have a 20% chance to Nullify a Buff on the Attacker."
Nullify Thy Strengths - 2,"When the Defender is struck, they have a 40% chance to Nullify a Buff on the Attacker."
Nullify Thy Strengths - 3,"When the Defender is struck, they have a 60% chance to Nullify a Buff on the Attacker."
Obstinate Charge - 1,"When the Defender performs the first attack in any combo, the Defender is Stun Immune until the attack ends. This immunity goes on cooldown for 10 second(s) when the Attacker performs a Well-Timed Block."
Obstinate Charge - 2,"When the Defender performs the first attack in any combo, the Defender is Stun Immune until the attack ends. This immunity goes on cooldown for 8 second(s) when the Attacker performs a Well-Timed Block."
Obstinate Charge - 3,"When the Defender performs the first attack in any combo, the Defender is Stun Immune until the attack ends. This immunity goes on cooldown for 6 second(s) when the Attacker performs a Well-Timed Block."
Occult Equilibrium,"Each time a Mystic Attacker gains a Regeneration Effect, Power Drain 10% of the Defender's Max Power."
Occult Immunity - Heavy,"The Defender is immune to Nullify, Stagger and Fateseal. Knocking down the Defender with a Heavy Attack disables this immunity for 15 seconds."
Occult Immunity - Interrupt,"The Defender is immune to Nullify, Stagger and Fateseal. Intercepting or Interrupting the Defender's Basic Attacks disables this immunity for 15 seconds."
Occult Immunity - Special Punish,"The Defender is immune to Nullify, Stagger and Fateseal. Punishing the Defender's Special Attack disables this immunity for 15 seconds."
Odd Cowards,"If the Attacker's Grade is 3, 5, 7, 9, 11 or 13, when they Dodge back they are inflicted with a non-stacking 40% Cowardice Debuff for 6 seconds."
Odometer,"The Attacker's Odometer starts at 0 and goes up to 200, increasing as they dash forwards and backwards and resetting each time they are knocked down by a Special. While the Odometer is below or equal to 100, the Defender reduces all damage based on the Odometer's value. While the Odometer is above 100, the Defender becomes Unblockable and the Attacker gains a Fury increasing Attack Rating based on the Odometer's value."
Off Limits,Hulk chance to SMASH on All Attacks increases by 400% while Face Me is active.
Offensive Specialty - 1,"Whenever a hit from the Defender's Special Attack is Dodged, the Attacker gains a 20% Prowess Passive for 10 seconds. Each of these Prowess Passives reduces the Attacker's Block Proficiency by 10%."
Offensive Specialty - 2,"Whenever a hit from the Defender's Special Attack is Dodged, the Attacker gains a 20% Prowess Passive for 10 seconds. Each of these Prowess Passives reduces the Attacker's Block Proficiency by 20%."
Offensive Specialty - 3,"Whenever a hit from the Defender's Special Attack is Dodged, the Attacker gains a 20% Prowess Passive for 10 seconds. Each of these Prowess Passives reduces the Attacker's Block Proficiency by 30%."
Ohhh-Ohhh Ahhh-Ahhh!,Opponents are treated as #Mercenary for Hit-Monkey's abilities while he is below 35% Health.
On The Brink,"When the Defender blocks a hit, they gain an indefinite Fury Passive increasing their Attack Rating by 50%. When the Defender has 6+ of these Fury Passives, they begin to expire one at a time every 3 second(s). While these Fury Passives are expiring the Defender is passively Unblockable and cannot gain more Fury Passives."
On The Prowl - 1,"When the Attacker gains a Bar of Power, they are Special Locked for 1 second."
On The Prowl - 2,"When the Attacker gains a Bar of Power, they are Special Locked for 2 seconds."
On The Prowl - 3,"When the Attacker gains a Bar of Power, they are Special Locked for 3 seconds."
One Armed Bandit,"Every 8 second(s), the Defender cycles through a dormant Fury, Armor Up, and Power Gain Buff. Whenever the Defender is knocked down, they activate a Buff of the dormant type for 30 second(s). When the Defender gains 3 Fury, Armor Up or Power Gain Buffs, remove all One Armed Bandit Buffs. For each Buff removed this way, deal Direct Damage to the Defender equal to 200% of the Attacker's Attack Rating."
One Eye Open,100% of the Damage dealt to the Defender while they are stunned is dealt back to the Attacker.
One of Everything - 1,The Attacker gains an indefinite 200% Fury Buff if they throw all their Special Attacks in any order. This resets if the Attacker throws a repeated Special.
One of Everything - 2,The Attacker gains an indefinite 160% Fury Buff if they throw all their Special Attacks in any order. This resets if the Attacker throws a repeated Special.
One of Everything - 3,The Attacker gains an indefinite 120% Fury Buff if they throw all their Special Attacks in any order. This resets if the Attacker throws a repeated Special.
One Punch - 1,"Every 12 seconds, the Defender gains an indefinite Lethal Charge, up to 5, making their next successful hit lethal. Lethal Charges are consumed whenever the Defender attacks, regardless of whether the attack hits. When the Defender is struck, reset the timer."
One Punch - 2,"Every 8 seconds, the Defender gains an indefinite Lethal Charge, up to 5, making their next successful hit lethal. Lethal Charges are consumed whenever the Defender attacks, regardless of whether the attack hits. When the Defender is struck, reset the timer."
One Punch - 3,"Every 5 seconds, the Defender gains an indefinite Lethal Charge, up to 5, making their next successful hit lethal. Lethal Charges are consumed whenever the Defender attacks, regardless of whether the attack hits. When the Defender is struck, reset the timer."
One Too Many Hits - 1,"When the Defender gains a Bar of Power, the Attacker is inflicted with a Power Sting Debuff for 4 seconds. Power Sting triggers and is removed if the Attacker activates a Special Attack, dealing direct damage equal to 50% of the Defender’s Attack."
One Too Many Hits - 2,"When the Defender gains a Bar of Power, the Attacker is inflicted with a Power Sting Debuff for 6 seconds. Power Sting triggers and is removed if the Attacker activates a Special Attack, dealing direct damage equal to 50% of the Defender’s Attack."
One Too Many Hits - 3,"When the Defender gains a Bar of Power, the Attacker is inflicted with a Power Sting Debuff for 8 seconds. Power Sting triggers and is removed if the Attacker activates a Special Attack, dealing direct damage equal to 50% of the Defender’s Attack."
One-Two Punch,"Each time a Science Attacker knocks the Defender down while they’re suffering from a Power Sting, Slow or Weakness Effect, the Defender is inflicted with a non-stacking Petrify Passive of 50% Potency for 10 second(s)."
Only Parry,Disable all statmods on attacker except for Parry
Opportunist - 1,This Defender gains +10% Attack on Hit for each Buff on them.
Opportunist - 2,This Defender gains +25% Attack on Hit for each Buff on them.
Opportunist - 3,This Defender gains +50% Attack on Hit for each Buff on them.
Oppression,Thanos' Army crushes those without the power of the Stone. Attacking Champions who are not under the effects of an Infinity Stone have their Attack reduced by 80% and take Direct Damage equal to 100% of their health over 35 Seconds.
Oppressive Curse,"When Morningstar is Blocked, she gains a Soul Charge. Slight delay between Oppressive Curse activations."
Optimist,"Gains Fury, Armor Up, and Health Steal as long as they remain below 25% HP."
Ora Ora,"The speed of the fight starts at 0% of normal. Basic Attacks increase it by 0%, and Special Attacks decrease it by 0%, to a minimum of 10% and a maximum of 200%."
Ordeal of Haste,Prowess Passives granted by Divine Punishments last for 8 seconds but fall off one at a time. Performing an Intercept refreshes all of these Prowess Passives. The Prowess Passives expire slower during Glykhan’s Special Attacks and while he has more than 2 Bars of Power.
Ordeal of Penance,The stack limit for Divine Punishments is reduced to 2. Their potencies and the bonus to Spirit Rate are increased to compensate. The threshold for converting them all is reduced to 10. The number removed at the end of the fight is reduced to 2.
Orochi's Corruption,"Orochi gains 2 extra Phases, with her normal Phase 6 now becoming Phase 8. Phase 6: Aspect of Corruption - All of Orochi’s attacks inflict Degeneration Passives, dealing 3% of her Attack as Direct Damage over 3 seconds. These can be inflicted through Block. Phase 7: Aspect of Torment - If Orochi is near the Attacker for 2 seconds, she inflicts a Degeneration Passive dealing 10% of her Attack as Direct Damage over 3 seconds."
Oscillate - 1,"Every 15 seconds, the Defender alternates between a +100% Fury Passive that makes them more aggressive, and a +500 Armor Up Passive that also increases Critical Resistance by +500 and makes them more defensive. These Passives are unaffected by Ability Accuracy modification."
Oscillate - 2,"Every 15 seconds, the Defender alternates between a +200% Fury Passive that makes them more aggressive, and a +1,335 Armor Up Passive that also increases Critical Resistance by +1,335 and makes them more defensive. These Passives are unaffected by Ability Accuracy modification."
Oscillate - 3,"Every 15 seconds, the Defender alternates between a +300% Fury Passive that makes them more aggressive, and a +3,000 Armor Up Passive that also increases Critical Resistance by +3,000 and makes them more defensive. These Passives are unaffected by Ability Accuracy modification."
Other Half,"After a Special 3 Attack, Sentry inflicts Fear of the Void. Fear of the Void combines Agility, Weakness, and Petrify Debuffs, as well as increasing Sentry's Attack Rating by 50% for 40 seconds."
Our Fates Are Sealed,"When the Attacker activates a Special Attack, both Champions are Passively Fate Sealed for 7.5 seconds."
Outburst,"Whenever an Attacker's Buff is Nullified, they become Immune to Nullify, Fate Seal, and Stagger effects for 15 seconds. Superiority: Attacks while this Immunity is active grant a +10% Fury Buff for 10 seconds."
Outlast,Reduces damage by up to 20% proportionate to missing Health.
Outrageous 1,"Each time the Attacker gains a bar of Power, Namor decreases the time between generating Outrage by 0.5 seconds."
Outrageous 2,"Each time the Attacker gains a bar of Power, Namor decreases the time between generating Outrage by 0.7 seconds."
Outrageous 3,"Each time the Attacker gains a bar of Power, Namor decreases the time between generating Outrage by 0.9 seconds."
Outside In,"If far away from the Defender for 3 seconds, the Attacker is Passively Rooted for 4 seconds."
Overclocked,All Champion classes but Tech reduce their Base Attack by 50%.
Overcoming Fear,Fear of the Void activates at the start of the fight for 30 seconds against the Avengers.
Overgrowth,Attacker gains +30% Regeneration Buff Potency when fighting as GROOT or KING GROOT & triggering a Regeneration effect will place a Poison Debuff of comparable strength and double duration on the Defender.
Overlord,Each time a Buff is Nullified off the Defender #Villain Attackers gain an indefinite Precision Passive increasing Critical Rating by 500.
Overpower,"Boss Killer Cross-Fight: Each time the Defender fills a Bar of Power the Attacker gains a Passive Energize, increasing their Combat Power Rate by 100% for 7 seconds. The effects of this node occur in the next 1 Fight(s) but not this current fight."
Overpowering Flow - 1,"The Attacker gains no Power from Buffs, Passives, by striking or being struck. At the start of the fight, they gain +9,000 Block Proficiency, reduced by 1,500 for each full bar of Power they have. Whenever they block a Special Attack hit, they gain 30% of a Bar of Power."
Overpowering Flow - 2,"The Attacker gains no Power from Buffs, Passives, by striking or being struck. At the start of the fight, they gain +9,000 Block Proficiency, reduced by 1,500 for each full bar of Power they have. Whenever they block a Special Attack hit, they gain 25% of a Bar of Power."
Overpowering Flow - 3,"The Attacker gains no Power from Buffs, Passives, by striking or being struck. At the start of the fight, they gain +9,000 Block Proficiency, reduced by 1,500 for each full bar of Power they have. Whenever they block a Special Attack hit, they gain 20% of a Bar of Power."
Overreach (Fury) - 1,While the Attacker has 2 or more Fury Buffs the Defender slowly accumulates Power over time and gains a Fury Passive granting 75% Attack Rating. While the Attacker has 0 Fury Buffs Defender gains +20% Ability Accuracy.
Overreach (Fury) - 2,While the Attacker has 2 or more Fury Buffs the Defender slowly accumulates Power over time and gains a Fury Passive granting 100% Attack Rating. While the Attacker has 0 Fury Buffs Defender gains +20% Ability Accuracy.
Overreach (Fury) - 3,While the Attacker has 2 or more Fury Buffs the Defender slowly accumulates Power over time and gains a Fury Passive granting 150% Attack Rating. While the Attacker has 0 Fury Buffs Defender gains +20% Ability Accuracy.
Overthrow (Unblockable),"Boss Killer Cross-Fight: Each Bar of Power spent by the Attacker grants +1 Overthrow charge up to a max of 6. Each time a charge is gained the Attacker becomes Passively Unblockable for 2 seconds per charge, paused during their Special Attacks. When reaching 6 charges, the Attacker gains a Passive Fury, increasing Attack Rating by +300% for the duration of the Unblockable effect. When this Fury expires all Overthrow charges are removed. The effects of this node occur in the next 1 Fight(s) but not this current fight."
Overwhelm,"Boss Killer Cross-Fight: Striking the Defender or hitting their Block builds the Attacker's the Overwhelm Meter by +1. Blocking, Dashing backward or standing still reduces the Meter by 1. If the Meter reaches +15 stacks, the Attacker gains a Passive Fury granting 300% Attack for 8 seconds. While this Fury is active the Meter cannot be charged, and after the Fury expires, the Meter is reset. The effects of this node occur in the next 1 Fight(s) but not this current fight."
Overwhelmed Opposition - 1,"Every 16 seconds the Defender gains a Protection Passive, reducing all incoming damage by 20%. All Protection Passives are removed whenever the Defender is struck by a Striker while the Attacker has at least 3 Buffs active. While the Defender does not have one of these Protection Passives, the Attacker gains 50% of their base Attack Rating."
Overwhelmed Opposition - 2,"Every 14 seconds the Defender gains a Protection Passive, reducing all incoming damage by 20%. All Protection Passives are removed whenever the Defender is struck by a Striker while the Attacker has at least 3 Buffs active. While the Defender does not have one of these Protection Passives, the Attacker gains 50% of their base Attack Rating."
Overwhelmed Opposition - 3,"Every 12 seconds the Defender gains a Protection Passive, reducing all incoming damage by 20%. All Protection Passives are removed whenever the Defender is struck by a Striker while the Attacker has at least 3 Buffs active. While the Defender does not have one of these Protection Passives, the Attacker gains 50% of their base Attack Rating."
Overwhelming Odds - 1,This Defender gains +10% Attack for each Buff on the them.
Overwhelming Odds - 2,This Defender gains +25% Attack for each Buff on the them.
Overwhelming Odds - 3,This Defender gains +50% Attack for each Buff on the them.
Pain and Gain,"Regeneration Effects gain 10% potency. Each time a personal Regeneration Effect is gained, the Attacker gains a Permanent Passive Fury, increasing their damage by 10% of their Base Attack. Max stacks: 10."
Painful Retreat - 1,"Every 15 seconds, the Attacker is inflicted with a non-stacking Power Sting Debuff for 10 seconds that deals 40% of the Defender's Attack Rating as damage. Remove this Power Stings for every 10 hits on the Attacker's Combo Meter."
Painful Retreat - 2,"Every 12 seconds, the Attacker is inflicted with a non-stacking Power Sting Debuff for 10 seconds that deals 70% of the Defender's Attack Rating as damage. Remove this Power Stings for every 10 hits on the Attacker's Combo Meter."
Painful Retreat - 3,"Every 10 seconds, the Attacker is inflicted with a non-stacking Power Sting Debuff for 10 seconds that deals 100% of the Defender's Attack Rating as damage. Remove this Power Stings for every 10 hits on the Attacker's Combo Meter."
Palette Cleanser - 1,"Whenever either Champion gains a Bar of Power, the Defender gains 1 stack(s) of Cleanse Passive lasting 5 seconds."
Palette Cleanser - 2,"Whenever either Champion gains a Bar of Power, the Defender gains 2 stack(s) of Cleanse Passive lasting 10 seconds."
Palette Cleanser - 3,"Whenever either Champion gains a Bar of Power, the Defender gains 3 stack(s) of Cleanse Passive lasting 15 seconds."
Paradox Breakdown,"Paradox are Cross-Fight Abilities, always live on the Attacker, and reduces their Resistance by 3.5% per Charge. At 12+ Paradox, they are all removed, and the Attacker takes 200% of their modified Attack as a burst of damage"
Paradox: Block,"Whenever the Attacker performs a Well-Timed Block, gain 1 Paradox Charge."
Paradox: Buffs,"Whenever the Attacker gains a Buff, gain 1 Paradox Charge."
Paradox: Combo,"Whenever the Attacker's Combo Meter increases by 5, gain 1 Paradox Charge."
Paradox: Debuffs,"Whenever the Defender is inflicted with a Debuff, gain 1 Paradox Charge."
Paradox: Dodge,"Whenever the Attacker Dodges an Attack using the Dexterity Mastery, gain 1 Paradox Charge."
Paradox: Knock Down,"Whenever the Defender is knocked down, gain 1 Paradox Charge."
Paradox: Specials,"Whenever a Special Attack is activated, gain 1 Paradox Charge."
Parry,"Well-timed Blocks are more effective, and Stun attackers making contact."
Parry,"The Defender's Well-Timed Blocks reduce damage by an additional 25%. If contact is made by Basic Attacks, the Attacker is inflicted with a Stun Debuff for 1 second, increased by up to 1 second with Perfect Block Chance."
Parry Curse,"Cross-Fight: Whenever the Attacker Stuns the Defender, the duration of that Champion's future Stun Debuffs is reduced by 25%, to a maximum of 100% for the next 2 fight(s). This will not re-trigger during those 2 fight(s)."
Parry Vulnerability,"Each time the Attacker lands a successful Parry they gain a Fury Buff, increasing Attack Rating by 75% for 15 seconds. Additionally, the Attacker gains +200% Attack Rating while the Defender is Stunned by Parry."
Particle Protector,This Defender has a 25% chance to Glance attacks. This ability cannot be affected by Ability Accuracy.
Particle Protector,This Defender has a 35% chance to Glance attacks. This ability cannot be affected by Ability Accuracy.
Particle Protector,This Defender has a 55% chance to Glance attacks. This ability cannot be affected by Ability Accuracy.
Particle Protector,This Defender has a 55% chance to Glance attacks.
Particle Protector,This Defender has a 85% chance to Glance attacks. This ability cannot be affected by Ability Accuracy.
Particle Protector,This Defender has a 35% chance to Glance attacks.
Particle Protector,This Defender has a 85% chance to Glance attacks.
Particle Protector,This Defender has a 25% chance to Glance attacks.
Pass the Buck - 1,"When the Attacker gains a Bar of Power, they are inflicted with a Power Sting Debuff for 15 seconds that deals 50% of the Defender's Attack Rating as damage. Intercepting the Defender while this Power Sting is active transfers it to Defender."
Pass the Buck - 2,"When the Attacker gains a Bar of Power, they are inflicted with a Power Sting Debuff for 12 seconds that deals 75% of the Defender's Attack Rating as damage. Intercepting the Defender while this Power Sting is active transfers it to Defender."
Pass the Buck - 3,"When the Attacker gains a Bar of Power, they are inflicted with a Power Sting Debuff for 10 seconds that deals 100% of the Defender's Attack Rating as damage. Intercepting the Defender while this Power Sting is active transfers it to Defender."
Passive Aggressive,"Whenever the Defender has a Fury effect and is knocked down, they are inflicted with a non-stacking -10% Weakness Debuff for 6 seconds. Superiority: Instead inflicts a -50% Weakness for 15 seconds."
Passively Special - 1,"After the Defender throws a Special Attack, they gain +1 Passive Prowess for each hit that was blocked. If the Attacker performs a Well-Timed block they gain this Prowess for themself instead. Each Prowess increases Special Attack Damage by 10% and lasts until the end of the next Special Attack that makes contact."
Passively Special - 2,"After the Defender throws a Special Attack, they gain +1 Passive Prowess for each hit that was blocked. If the Attacker performs a Well-Timed block they gain this Prowess for themself instead. Each Prowess increases Special Attack Damage by 20% and lasts until the end of the next Special Attack that makes contact."
Passively Special - 3,"After the Defender throws a Special Attack, they gain +1 Passive Prowess for each hit that was blocked. If the Attacker performs a Well-Timed block they gain this Prowess for themself instead. Each Prowess increases Special Attack Damage by 30% and lasts until the end of the next Special Attack that makes contact."
Pause For A Flex - 1,"When the Defender charges a Heavy Attack, they pause Damage Over Time effects on the Attacker for 3 seconds"
Pause For A Flex - 2,"When the Defender charges a Heavy Attack, they pause Damage Over Time effects on the Attacker for 5 seconds"
Pause For A Flex - 3,"When the Defender charges a Heavy Attack, they pause Damage Over Time effects on the Attacker for 7 seconds"
Perfect Replication,Special Attacks have a 100% chance to copy up to 20 effect(s) at their full duration.
Perforate,Both Champion's Special Attacks are Unblockable.
Performance Anxiety - 1,"After the Attacker uses a Special Attack, a 15 second timer is started. If the Attacker activates another Special while this timer is active they are inflicted with an Unsteady Debuff, causing their attacks to Glance for 6 seconds."
Performance Anxiety - 2,"After the Attacker uses a Special Attack, a 15 second timer is started. If the Attacker activates another Special while this timer is active they are inflicted with an Unsteady Debuff, causing their attacks to Glance for 8 seconds."
Performance Anxiety - 3,"After the Attacker uses a Special Attack, a 15 second timer is started. If the Attacker activates another Special while this timer is active they are inflicted with an Unsteady Debuff, causing their attacks to Glance for 10 seconds."
Permanent Rune of Raggadorr,The Defender begins each fight with a permanent Rune of Raggadorr.
Perpetual Motion - 1,"The Defender gains an indefinite Energize Passive every 10 seconds, increasing their Combat Power Rate by 10%. The timer for this is refreshed and all Energize Passives are removed whenever the Attacker activates a Striker."
Perpetual Motion - 2,"The Defender gains an indefinite Energize Passive every 8 seconds, increasing their Combat Power Rate by 10%. The timer for this is refreshed and all Energize Passives are removed whenever the Attacker activates a Striker."
Perpetual Motion - 3,"The Defender gains an indefinite Energize Passive every 6 seconds, increasing their Combat Power Rate by 10%. The timer for this is refreshed and all Energize Passives are removed whenever the Attacker activates a Striker."
Perpetual Offense,"Launching a Special Attack has a 100% chance to grant an indefinite Prowess Buff, increasing Special Attack damage by 60%. Max Stacks: 3."
Perpetual Offense - Relic,"Launching a Special Attack has a 100% chance to grant an indefinite Prowess Buff, increasing Special Attack damage by 60%. Max Stacks: 3. If the Attacker has a Relic equipped, increase the Prowess to 80% and Max Stacks to 6."
Persistent Pressure,"Defenders under the effect of Unstoppable become Stun Immune, this includes Unstoppable effects triggered outside this node. Every 10 second(s) the Defender gains an Unstoppable buff for 5 second(s). The duration of this buff is reduced by 0.5 second(s) for each Prowess Buff or Passive the Attacker has."
Personal Space - Fury,"While the Attacker is close to the Defender, the Defender gains a Fury Buff every 3 seconds, increasing their attack by 10% permanently. Staying far away from the Defender causes these Fury effects to gradually fall off."
Personal Space - Placebo,"While the Attacker is close to the Defender, the Attacker gains a 5 second duration Placebo Buff every 3 seconds."
Personal Space - Regeneration,"While the Attacker is close to the Defender, the Defender gains a Regeneration Buff every 3 seconds, Regenerating 0.13% of their Max Health each second. Staying far away from the Defender causes these Regeneration effects to gradually fall off."
Pessimist,"Gains Fury, Armor Up, and Health Steal as long as they remain above 75% HP."
Phantom Pain (Bleed) - 1,"When the Attacker lands a hit, the Defender has a 10% chance to be inflicted with a Bleed Debuff dealing no damage over 7.5 seconds."
Phantom Pain (Bleed) - 2,"When the Attacker lands a hit, the Defender has a 25% chance to be inflicted with a Bleed Debuff dealing no damage over 7.5 seconds."
Phantom Pain (Bleed) - 3,"When the Attacker lands a hit, the Defender has a 50% chance to be inflicted with a Bleed Debuff dealing no damage over 7.5 seconds."
Phoenix Rising - 1,The Defender gains +5% Attack Rating for each hit in the Attacker's Combo Meter up to 100.
Phoenix Rising - 2,The Defender gains +10% Attack Rating for each hit in the Attacker's Combo Meter up to 100.
Phoenix Rising - 3,The Defender gains +20% Attack Rating for each hit in the Attacker's Combo Meter up to 100.
Physical Burst Reflect - 1,60% of all damage the Defender takes from Physical Damage effects is also dealt to the Attacker as Direct Damage.
Physical Burst Reflect - 2,80% of all damage the Defender takes from Physical Damage effects is also dealt to the Attacker as Direct Damage.
Physical Burst Reflect - 3,100% of all damage the Defender takes from Physical Damage effects is also dealt to the Attacker as Direct Damage.
Physical Overclock,All Attacker classes but Tech and Skill reduce their Attack by 50%.
Physical Overclock Wrath,Tech and Skill Attackers gain 25% Attack Rating.
Physical Perfection,All Champion classes but Skill reduce their Base Attack by 50%.
Pick Me Up - 1,"For every 10 hits on their Combo Meter, the Attacker gains a permanent 15% Energize Buff. When struck, the Attacker loses all Energize Buffs gained from Pick Me Up and takes 10% of the Defender's attack as Direct Damage for each Energize Buff removed this way. Landing the first hit of a Heavy Attack removes 1 Energize Buff."
Pick Me Up - 2,"For every 10 hits on their Combo Meter, the Attacker gains a permanent 10% Energize Buff. When struck, the Attacker loses all Energize Buffs gained from Pick Me Up and takes 30% of the Defender's attack as Direct Damage for each Energize Buff removed this way. Landing the first hit of a Heavy Attack removes 1 Energize Buff."
Pick Me Up - 3,"For every 10 hits on their Combo Meter, the Attacker gains a permanent 5% Energize Buff. When struck, the Attacker loses all Energize Buffs gained from Pick Me Up and takes 45% of the Defender's attack as Direct Damage for each Energize Buff removed this way. Landing the first hit of a Heavy Attack removes 1 Energize Buff."
Picture of Health,The Defender is Immune to Regen Rate Modification.
Piercing Pursuit,"When the Attacker Dashes backward the Defender gains a 10% Pierce Passive, Max: 5. Intercepting the Defender removes all Pierces gained by this ability and prevents the Defender from gaining more for 6 seconds."
Pillow Hands,"Whenever the Defender is struck by a Critical hit, the Attacker is inflicted with a 20% Stifle Passive and a Fatigue Passive of -250 for 10 seconds."
Placebo,40% Chance to gain a Placebo Buff whenever striking the Defender. Placebo Buffs have no effect.
Plagued Mind - 1,Attacker's Power is drained every 30 seconds.
Plagued Mind - 2,Attacker's Power is drained every 25 seconds.
Plagued Mind - 3,Attacker's Power is drained every 20 seconds.
